//Index   Message
184       "El jugador %s tiene el artefacto"
191       "¡La invasión de Balrog ha comenzado en losttower!"
192       "¡La invasión de Skeleton King ha comenzado en lorencia!"
193       "¡La invasión de Red Dragon en noria ha comenzado!"
194       "¡La invasión de Dorados comenzó!"
195       "¡El mago Blanco ah atacado!"
196       "¡La invasión de año nuevo ha comenzado en devias!"
197       "¡La invasión de conejos ha comenzado en elbeland!"
198       "¡La invasión de summers comenzado en devias!"
199       "¡Santa malvado a invadido lorencia, acaba con el!"
200       "¡La invasión de Medusa ha comenzado!"
201       "¡El jugador %s ha matado un Rabits Lunar!"
202       "¡El jugador %s ha matado un Skeleton King!"
203       "¡El jugador %s ha matado un Dragon Rojo!"
204       "¡El jugador %s ha matado un Dorado!"
205       "¡El jugador %s derrotó al Mago Blanco!"
206       "¡El jugador %s derrotado Santa Malvado!"
207       "¡El jugador %s ha matado una Medusa!"
208       "¡El comerciante de Moss ha aparecido!"
209       "Moss Merchant se ha ido!"
210       "¡Ha comenzado la invocation of demons!"
211       "¡La invasión de eventos de huevos ha comenzado!"
212       "¡El jugador %s reclamó su premio de año nuevo!"
213       "¡El jugador %s ha matado un summers!"
214       "¡El jugador %s destruyo un Balrog!"	//custom
215       "Evento de Hora Feliz ha Comenzado 10% exp adicional"
216       "Evento de Hora Feliz ha Finalizado exp Restablecido"
224       "Debes estar al menos nivel %d para moverte"
225       "Debes tener al menos %d zen para moverte"
226       "No puedes moverte en este momento"
227       "Los asesinos no pueden moverse"
228       "No tienes el equipo adecuado para moverte"
229       "Solo los miembros de una de las familias de gens pueden mudarse"
230       "Necesitas estar en el nivel %d para moverte"
231       "Debes tener al menos %d reset para moverte"
232       "Debes tener como máximo %d resets para moverte"
240       "Senior no está activo actualmente"
241       "Senior no funciona durante Castle Siege"
242       "Debes estar en el propietario del Guild del castillo para usar el Senior"
243       "Necesitas ser el dueño del Guild para usar el Senior"
244       "Guardsman no funciona durante Castle Siege"
245       "Ya estás en un Guild"
246       "No tienes suficiente nivel para crear un Guild"
247       "La tienda está vacía"
248       "Nivel de cuenta: Gratis"
249       "Nivel de cuenta: Bronce (%s)"
250       "Nivel de cuenta: Plata (%s)"
251       "Nivel de cuenta: Oro (%s)"
256       "Bienvenido %s a MU ZXGAMES"
257       "Debes tener al menos el nivel 40 para usar el anillo"
258       "Debes tener al menos el nivel 80 para usar el anillo"
259       "No puedes moverte a este mapa en este momento"
260       "No puedes recoger este objeto en este momento"
261       "No puedes abandonar el juego con Trade open"
262       "No puedes dejar el juego con el cofre abierto"
263       "No puedes abandonar el juego con Chaos Machine abierto"
264       "No puedes dejar el juego con el Trainer abierto"
265       "No puedes dejar el juego mientras estés en Defensa Personal"
266       "Estás en el nivel más alto"
267       "Estás en el nivel máximo de master"
268       "Solo puedes add %d puntos"
269       "No puedes hablar por %d segundos"
270       "No puedes mandarte un mensaje a ti mismo"
271       "Hola, soy el cuidador alegre"
272       "No se pudo realizar la teletransportación"
273       "Será teletransportado en %d segundo (s)"
274       "No puedes moverte a este mapa con montura"
275       "No puedes moverte a este mapa sin un ala"
276       "Regalo CashShop"
277       "¡El jugador %s ha derrotado un Golden Budge Dragon!"
278       "¡El jugador %s ha derrotado un Golden Titan!"
279       "¡El jugador %s ha derrotado un Golden Soldier!"
280       "¡El jugador %s ha derrotado un Golden Goblin!"
281       "¡El jugador %s ha derrotado un Golden Derkon!"
282       "¡El jugador %s ha derrotado un Golden Lizard King!"
283       "¡El jugador %s ha derrotado un Golden Vepa!"
284       "¡El jugador %s ha derrotado un Golden Tantalos!"
285       "¡El jugador %s ha derrotado un Golden Wheel!"
286       "¡El jugador %s ha derrotado un Dorado!"
287       "¡El jugador %s ha derrotado un Dorado!"
288       "¡El jugador %s ha derrotado un Dorado!"
289       "¡El jugador %s ha derrotado un Dorado!"
290       "¡El jugador %s ha derrotado un Dorado!"
291       "¡El jugador %s ha derrotado un Dorado!"
292       "¡El jugador %s ha derrotado un Dorado!"
293       "¡El jugador %s ha derrotado un Dorado!"
294       "¡El jugador %s ha derrotado un Dorado!"
295       "¡El jugador %s ha derrotado un Dorado!"
304       "¡El Caminante de Hielo apareció!"
305       "No eres lo suficientemente fuerte como para entrar en Double Goer"
306       "¡El Caminante de Hielo fue derrotado!"
320       "¡Apareció el Selupan! La puerta de la incubadora se cerrará en %d minuto (s)"
321       "La puerta de la incubadora cerrada"
322       "%s jugador derrotó a Selupan!"
323       "La puerta de la incubadora se abrirá de nuevo en %d minuto (s)"
324       "¡La puerta de la incubadora se abrió!"
325       "La puerta de la incubadora está cerrada"
336       "The Refinement Tower se cerrará en 60 minuto (s)"
337       "The Refinement Tower se cerrará en 20 minuto (s)"
338       "La Puerta de Kanturu se abrirá en 1 minuto (s)"
339       "La batalla contra Maya comenzará pronto, prepárate"
340       "La próxima batalla comenzará en 1 minuto (s)"
341       "¡Apareció la pesadilla! Derrótalo para liberar la Torre de Refinamiento"
342       "¡Pesadilla fue derrotada! La Torre de Refinamiento fue lanzada"
343       "Se acabó el tiempo, serás eliminado del evento"
352       "Castle Deep comenzará en 5 minuto (s)"
353       "Castle Deep comenzó"
354       "Castle Deep ha terminado"
355       "Erohim fue asesinado por el jugador %s"
356       "%s fue asesinado por el jugador %s"
368       "Balgass unió fuerzas con la armada Kundun y se prepara para atacar la fortaleza de Crywolf"
369       "La armada de Balgass está lista para atacar la fortaleza de Crywolf"
370       "La Armada Balgass está marchando hacia la fortaleza de Crywolf"
371       "La Armada Balgass se acerca a la fortaleza de Crywolf"
372       "Ningún Elfo conectado a los altares, dejando a la estatua del lobo sin protección"
373       "Balgass estará vivo hasta el final de la batalla"
374       "¡La defensa falló! La estatua del lobo sagrado fue tomada por Balgass"
375       "¡La defensa fue exitosa! La estatua del lobo sagrado fue protegida"
376       "El período de conexión con los Altares del Lobo comenzará en %d segundo (s)"
377       "El período de conexión con los Altares del lobo comenzará en %d minuto (s)"
378       "La armada de Balgass atacará en %d segundos (s)"
379       "La armada de Balgass atacará en %d minutos (s)"
380       "Sin la protección de los Elfos, la estatua del lobo sagrado estaba desprotegida"
381       "¡Viene Balgass! Protege la estatua del lobo sagrado"
382       "El ejército de Balgass comenzó a atacar la estatua del lobo sagrado"
383       "El ejército de Balgass fue derrotado con la ayuda de los héroes"
384       "Rango MvP: %d"
385       "Experiencia MvP: %d"
386       "Balgass fue asesinado por %s!"
387       "Balgass fue asesinado!"
388       "¡Elfo oscuro %d fue asesinado por %s!"
389       "Punto MvP: %d"
390       "Conectado al altar %d"
391       "%s conectado al altar %d"
392       "El altar %d estaba conectado"
393       "El período de conexión al pedestal %d aún no ha comenzado"
394       "El Altar %d ya se ha conectado más de 2 veces"
395       "La posición para conectar con el altar %d es incorrecta"
396       "%s está intentando conectarse al altar %d"
397       "Estarás conectado al altar en 5 segundo (s)"
398       "No mover hasta que se complete la conexión"
399       "La conexión al altar %d ha sido cancelada"
400       "La barrera de la estatua del lobo sagrado desapareció"
401       "Número de conexiones: %d, Vida de la estatua: %d"
402       "La barrera de la estatua del lobo sagrado fue creada"
403       "La conexión requiere un nivel Elfa 260 o superior"
416       "Castle Siege ha terminado"
417       "Comenzó el período de registro de Castle Siege"
418       "Inicio del período de registro del emblema de Castle Siege"
419       "El período de selección de los Guild de Castle Siege comenzó"
420       "Selección de Guild de asedio de castillo completada"
421       "El período de preparación para Castle Siege comenzó"
422       "Castle Siege comenzará en %d minuto (s)"
423       "Castle Siege está siendo jugado"
424       "El Guild %s tuvo éxito en la defensa del castillo"
425       "El Guild %s se ha convertido en el nuevo propietario del castillo"
426       "El dueño del castillo no fue definido"
427       "Sólo queda la Estatua del Guardián"
432       "La posición del jugador %s ha cambiado a Asistente del líder del clan"
433       "La posición del jugador %s cambió a master de batalla"
434       "La posición del jugador %s ha cambiado a Miembro del clan"
435       "El tipo de Guild %s ha sido cambiado a %d"
436       "El Guild ha entrado en la alianza %s"
437       "El Guild ahora es un enemigo del Guild %s"
438       "Guild %s tiene alianza %s"
439       "El Guild se ha retirado del Guild"
440       "el Guild %s ha salido de la alianza %s"
441       "El Guild ya no está en el Guild %s"
442       "El Guild ya no es hostil al Guild %s"
443       "La alianza %s ha sido deshecha"
448       "No puedes invocar Piedra de Vida fuera de Castle Siege"
449       "Solo la alianza ofensiva puede invocar la Piedra de Vida"
450       "Una piedra de vida ya ha sido invocada"
451       "No puedes invocar piedra de vida dentro de la Torre del Dragón"
452       "La piedra de vida fue invocada con éxito"
453       "Piedra de vida no pudo ser invocada"
464       "No puedes convocar al soldado fuera de Castle Siege"
465       "Sólo la alianza defensiva puede invocar al soldado"
466       "Solo el líder del Guild y su asistente pueden convocar al soldado"
467       "Número máximo de soldados superados"
468       "El soldado fue convocado exitosamente"
469       "El soldado no pudo ser convocado"
480       "Servidor cerrado"
481       "El servidor se cerrará automáticamente en %d segundo (s)"
482       "Este es un elemento duplicado, póngase en contacto con el administrador"
483       "Tu bloqueo de chat ha finalizado"
484       "Saldrás del juego en %d segundo (s)"
485       "Se inició la defensa propia contra %s"
486       "Defensa personal contra %s terminado"
487       "El servidor se apagará automáticamente en 1 minuto (s)"
488       "El servidor se apagará automáticamente en 3 minuto (s)"
489       "El servidor se apagará automáticamente en 5 minuto (s)"
490       "El partido se iniciará automáticamente en 10 segundo (s)"
491       "%s ganó %d Joya de bendición"
492       "%s mató a Phoenix"
493       "Has ganado %d puntos de evento y %d de oro"
494       "%s mató a uno de oro"
495       "Has ganado %d puntos de evento y %d de oro"
496       "%s mató a Erohin"
497       "Has ganado %d punto (s) de evento y %d Golds"
498       ""
499       "Eliminar errores antes de colocar"
500       "[Rey del MU] El evento comenzó"
501       "[Rey del MU] El evento terminó"
502       "[Rey del MU] Comienza a %d minuto (s)"
503       "[Rey del MU] ¡El Guild %s tomó el castillo!"
504       "[Rey del Mu] comienza en %d segundo (s)"
505       ""
506       "¡No eres miembro de un Guild!"
507       "¡Tu Guild ya es dueño del castillo!"
508       "¡No estás en la coordenada correcta!"
509       "¡Tu Guild debe tener al menos %d miembros!"
510       "¡Felicidades, tu Guild ahora es el dueño del castillo!"
511       "[Rey del Mu] ¡Termina en %d minuto (s)!"
512       ""
513       "Limpiar el inventario con éxito!"
514       "Bienvenidos a MU ZXGAMES"
515       "%s matados %s"
516       "%s matados %s"
517       ""
518       "No está permitido usar /setvip"
519       "¡VIP agregado exitosamente!"
520       "¡Esta cuenta no existe!"
521       "%s ya no necesitas mi ayuda"
522       "%s Su plan VIP no permite el uso de este beneficio"
523       "%s Zen requerido: %d"
524       "%s PCPoint requeridos: %d"
525       "%s Necesitas estar en la familia Vanert"
526       "%s Necesitas estar en la familia Duprian"
527       "%s Necesitas estar en la familia Duprian"
528       "%s Necesitas estar en la familia Vanert"
529       "%s Puntos de familia requeridos: %d"
530       "%s Tiempo: %d Minutos (s)"
531       "%s Eliminado %d Zen"
532       "%s Eliminado %d PCPoint (s)"
533       "%s Buff Aplicado!"
540       "[LUCKYWHEEL] You need %d WcoinC"
541       "[LUCKYWHEEL] You need %d WcoinP"
542       "[LUCKYWHEEL] You need %d GobliCoins"
543       "[%s] Lucky spin, get rewarded!"
544       "%s answered [%s]"
602       "No puedes casarte contigo mismo 0.0!"
603       "Acabas de casarte con %s!"
604       "¡Ya estás casado!"
605       "¡El otro personaje ya está casado!"
606       "Uso: [/marry to name | /marry divorce | /marry track or trace]!"
607       "¡No puedes divorciarte en la primera semana de estar casado!"
608       "Acabas de divorciarte!"
609       "¡No estás casado!"
610       "Has rastreado!"
611       "¡Has rastreado!"
612       "%s acaba de casarse %s!"
613       "%s solo divorciado %s!"
614       "[Sistema de casamiento] Congragulaciones,"
615       "entre %s y %s!"
616       "[Sistema de matrimonio] No se permite cochinos"
617       "¡Necesita al menos %d nivel para usar este comando!"
618       "¡Él / Ella necesita al menos %d nivel para usar este comando!"
619       "¡El sistema de matrimonio ha sido deshabilitado!"
620       "Necesitas al menos %d zen para usar este comando!"
621       "¡Debes pararte en la posición correcta en Devias2!"
622       "¡Tu objetivo debe estar en la posición correcta en Devias2!"
623       "Información: [Nivel mínimo: %d | Costo de seguimiento y rastreo: %d zen]!"
624       "¡No puedes divorciarte mientras él / ella está desconectado!"
625       "¡El otro personaje está desconectado!"
626       "¡Skin %d aplicado a %d jugadores!"
627       "¡El carácter %s está desconectado!"
628       ""
629       "Requiere nivel %d para eliminar al Personaje %s"
630       "¡Debes estar en el nivel %d para usar este comando!"
631       "Permitido usar solo dentro de la ciudad!"
632       "¡Tú y tu oponente deben estar en el nivel %d para duelo!"
633       "Comando no habilitado para su cuenta!"
634       "Comando: [/classe dw, dk, elf, mg, dl, su]"
635       "¡Debes elegir una clase diferente a la tuya!"
636       "¡Debes eliminar los elementos del personaje primero!"
637       "Clase no disponible!"
638       "Restablecimientos requeridos: %d!"
639       "[GameMaster] %s está en línea!"
640       " %s está en línea!"
641       "¡No tienes permitido usar!"
642       "Personaje no encontrado!"
643       "Comando: [/premiar CHAR TIPO VALOR]"
644       "¡El tipo de premio no está disponible!"
645       "Cantidad de prima mayor a la permitida!"
646       "Premio agregado exitosamente!"
647       "¡No puedes recompensarte!"
648       "Comando: [/reload tipo | Ex: /reload common]"
649       "Recarga ejecutada exitosamente!"
650       "Comando: [/premiarall TIPO VALOR]"
651       "El nombre debe tener un máximo de 10 letras."
652       "Este nombre ya existe."
653       "Por favor, espere %d segundos para usar de nuevo."
654       "¡Ese nombre ya existe!"
655       "¡Nombre cambiado con éxito!"
656       "¡Nombre no cambiado!"
657       "El carácter %s ha cambiado el nombre a %s!"
658       "Debes dejar el Guild para cambiar el nombre."
659       "No puedes usarlo ahora"
660       "[VELOCIDAD] comenzó en %s!"
661       "¡El evento [VELOCIDAD] termina en %d minuto (s)!"
662       "¡El evento [VELOCIDAD] finaliza en %d segundo (s)!"
663       "[VELOCIDAD] Ganador %s!"
664       "[VELOZ] Fin del evento - ¡No hay ganador!"
665       "[VELOCIDAD] Ejecutar para el cable x %d y %d"
666       "[VELOZ] Fin del evento - ¡Evento cancelado!"
667       "¡Error al Banear!"
668       "Cuenta Baneada exitosamente!"
669       "¡Personaje eliminado exitosamente!"
670       "[EVENTO] se cierra en %d segundo (s)"
671       "[EVENTO] ¡Se acabó el tiempo para asistir!"
672       "[EVENTO] Cancelado!"
673       "[EVENTO] %s comenzó un evento!"
674       "[EVENTO] Entrar /participar para entrar!"
675       "[EVENTO] Participante %s agregado!"
676       "[ESCESC] Finaliza en %d segundo (s)"
677       "[ESCESC] ¡Se acabó sin victoria!"
678       "[ESCESC] Cancelado!"
679       "[ESCESC] %s comenzó el evento!"
680       "[ESCESC] ¡Busque al GM y cambie!"
681       "[ESCESC] %s ganó el evento!"
682       "[ESCESC] ¡El evento finaliza en %d minuto (s)!"
683       "[PEGAPEGA] ¡Cerrado!"
684       "[PEGAPEGA] Evento iniciado. ¡Ejecución denegada!"
685       "[PEGAPEGA] ¡Se está acabando el tiempo!"
686       "[PEGAPEGA] Cancelado!"
687       "[PEGAPEGA] abierto!"
688       "[PEGAPEGA] Ingresa /quieres unirte!"
689       "[PEGAPEGA] Participante %s agregado!"
690       "[PEGAPEGA] %s ganó el evento!"
691       "[PEGAPEGA] %s quedó atrapado!"
692       "[QUEST %d] ¡Debes estar en el nivel %d o +!"
693       "[QUEST %d] ¡Debe tener %d reset (s) o +!"
694       "[QUEST %d] Debe tener %d reset (s) master o +!"
695       "[QUEST %d] ¡Debes tener %d zen o +!"
696       "[QUEST %d] ¡Debes ir a %s (x %d, y %d)!"
697       "[QUEST %d] ¡No tienes el plan VIP necesario!"
698       "[QUEST %d] Elemento requerido: %s!"
699       "[QUEST %d] ¡Debes matar a %d %s (Falta: %d)!"
700       "[QUEST] ¡Felicidades, has completado todas las misiones!"
701       "[QUEST %d] ¡Listo! ¡Has ganado: %d WC, %d WP, %d GP!"
702       "¡Felicidades recibiste un regalo!"
703       "¡Ya recibiste todos tus regalos!"
704       "[RoletaRussa] Cerrado!"
705       "[RoletaRussa] Evento iniciado!"
706       "[RoletaRussa] ¡Se está acabando el tiempo!"
707       "[RoletaRussa] Cancelado!"
708       "[RoletaRussa] abierto (Max Participantes: %d)!"
709       "[RoletaRussa] Ingresa /quieres unirte!"
710       "[RoletaRussa] Participante %d: %s agregado!"
711       "[RoletaRussa] %s ganó el evento!"
712       "[RouletteRussa] ¡Poniendo la bala en el tambor ...!"
713       "[RoletaRussa] Girando el tambor ...!"
714       "[RoletaRussa] Engatilhando ...!"
715       "[RoletaRussa] FUEGO!"
716       "[RoletaRussa] HeadShot %s ha sido eliminado!"
717       "[RoletaRussa] %s escapó ileso!"
718       "[Rey del MU] Entrega de los premios !!!!"
719       "[Rey del MU] ¡El Guild %s ganó el evento!"
720       "[Rey del MU] Tiempo del propietario: %d minuto (s)!"
721       "[Rey del MU] Todos los miembros del Guild en línea han ganado:"
722       "[Rey del MU] 10 WC !!!"
723       "[Rey del MU] Personajes que más consquistaron:"
724       "[Rey del MU] %d °: %s (Guild: %s)!"
725       "[Rey del MU] ¡Han ganado 10 inodoros cada uno!"
726       "[Rey del MU] ¡No hubo ganador!"
727	  "[%s] Item needed: %s!"
730       "¡Agregado %d WC a tu cuenta!"
731       "¡Agregó %d WP a su cuenta!"
732       "Agregamos %d GP a tu cuenta!"
733       "Comando: [/top tipo classe | Ej: /top rr dk]"
734       "Comando: [Clase: dk, dw, fe, mg, dl, su]"
735       "¡No hay resultados!"
736       "%d Set: %s ( %d)"
737       "Puntos Redistribuidos"
738       "%s ha alcanzado la patente %s!"
739       "Has alcanzado la patente %s!"
740       "Estaba deshabilitado = ("
741       "Debes tener 64 piezas del mismo tipo en el inventario"
742       "Muchas gracias, ya recogí los artículos y entregué su premio"
743       "Lo siento, no estoy interesado en esos artículos"
744       "¡Cambiaste tus artículos por premios!"
745       "[%s] ¡Inicia en %d minuto (s)!"
746       "[%s] Pregunta: (Use /resp para responder)"
747       "[%s] %s"
748       "[%s] %s ganó el evento!"
749       "[%s] ¡No hubo ganador!"
750       "[%s] ¡Respuesta incorrecta!"
751       "[%s] Respuesta: %s"
752       "[PickUp %s] Habilitado!"
753       "[PickUp %s] deshabilitado!"
754       "[PickUp] desactivado!"
755       "[ReMaster] MasterSkillTree reseteado!"
756       "[ReMaster] MasterSkillTree error de restablecimiento!"
757       "[BuyVip] ¡No tiene el valor necesario para comprar!"
758       "[BuyVip] ¡Felicidades, has firmado el %s!"
759       "[BuyVip] ¡El plan elegido es más bajo que tu plan actual!"
760       "¡Descuento %d WC de tu cuenta!"
761       "¡Descuento %d WP de tu cuenta!"
762       "¡Descuento %d GP de tu cuenta!"
763       "¡No puedes usar el ataque personalizado con MuHelper activo!"
764       "¡No puedes usar MuHelper con un ataque personalizado activo!"
765       "No se puede usar por encima del nivel: %d"
766       "Valor a utilizar: %d WC!"
767       "Valor a utilizar: %d WP!"
768       "Valor a utilizar: %d GP!"
769       "¡El Equipo de la Alianza ganó el evento!"
770       "¡El equipo Phanton ganó el evento!"
771       "[OffPvp] Habilitado"
772       "[OffPvp] Off"
773       "[Bloqueo] Habilitado - ¡Elementos bloqueados!"
774       "[Bloqueo] ¡La contraseña debe contener un máximo de 8 caracteres!"
775       "[Bloqueo] Ya activado, use /desbloquee para desbloquear!"
776       "[Lock] Off!"
777       "[Bloquear] ¡Contraseña inválida!"
778       "[Bloqueo] Acción bloqueada por contraseña!"
779       "Solo puedes activar el comando en la zona segura"
780       "La tienda personal está vacía o los artículos no tienen precio"
781       "¡ATENCIÓN! Todos los artículos en esta tienda se venden por Jewel of Bless"
782       "¡ATENCIÓN! Todos los artículos en esta tienda se venden por Jewel of Soul"
783       "¡ATENCIÓN! Todos los artículos en esta tienda se venden por Joya del Caos"
784       "¡ATENCIÓN! Todos los artículos en esta tienda se venden por WCoinC"
785       "ATENCIÓN! Todos los artículos en esta tienda se venden por WCoinP"
786       "¡ATENCIÓN! Todos los artículos en esta tienda se venden para Goblin Point"
787       "Necesitas abrir la Tienda Personal antes"
788       "El comando se ejecutará durante %d minuto (s)"
789       "Tiempo de espera de la tienda /uso"
790       "[Ataque] Deshabilitado"
791       "[Ataque] No puedes usar esta ubicación"
792       "[Ataque] No tienes la habilidad requerida para usar"
793       "[Ataque] Tiempo de uso: %d minuto (s)"
794       "[Ataque] Tiempo"
795       "[Ataque] Habilitado"
796       "[OffAttack] Debes habilitar /atacar antes"
797       "[OffAttack] No puedes usar esta ubicación"
798       "¡Este Guild no existe!"
799       "[PvP] ¡Se está acabando el tiempo!"
800       "[PvP] Cancelado!"
801       "[PvP] %s x %s comenzó!"
802       "[PvP] %s %d x %d %s!"
803       "[PvP] %s ganó el evento!"
804       "[PvP] ¡Comenzó!"
805       "[MataMata] Cerrado!"
806       "[MataMata] Evento iniciado!"
807       "[MataMata] Se está acabando el tiempo!"
808       "[MataMata] Cancelado!"
809       "[MataMata] abierto (Max Participantes: %d)!"
810       "[MataMata] Tipo /quiere participar!"
811       "[MataMata] Jugador %d: %s agregado!"
812       "[MataMata] 1st - %s ( %d puntos)!"
813       "[MataMata] 2nd - %s ( %d puntos)!"
814       "[MataMata] 3rd - %s ( %d puntos)!"
815       "[MataMata] Tu posición: %dº ( %d puntos)!"
816       "Puntuación [MataMata]: %d puntos!"
817       "¡El nuevo nombre contiene texto no permitido!"
818       "Requerido: %d reset (s) master (s)"
819       "No permitido con %d master o +"
820       "Comando: [/paquete (alma, bendición, etc.) (10,20,30)]"
821       "Comando: [/desempaquetar (alma, bendición, etc.) (10,20,30)]"
822       "No tiene los elementos requeridos"
823       "Comando completado con éxito."
824       "No tienes espacio en el inventario"
825       "[TvTEvent] se cierra en %d minuto (s)"
826       "Entrada para el evento de equipo vs equipo"
827       "[TvTEvent] cerrado!"
828       "[TvTEvent] comienza en %d minuto (s)"
829       "[TvTEvent] comenzó!"
830       "[TvTEvent] ha terminado!"
831       "[TvTEvent] ¡No puedes entrar!"
832       "[TvTEvent] No está abierto!"
833       "[TvTEvent] No tiene el elemento necesario para ingresar!"
834       "¡No tienes el valor necesario para comprar!"
835       "No permitido en el comercio!"
836       "¡Descuento de %d Zen por usar el comando!"
837       "Valor a utilizar: %d WC, %d WP, %d GP!"
838       "¡Vuelve a ingresar el comando si quieres usarlo!"
839       "¡Otro usuario del Guild tiene el cofre abierto!"
840       "¡No puedes usar el cofre del Guild!"
