//Item6303   Effect6303   EffectValue   EffectLevel   ColorR   ColorG   ColorB   ColorSize   ColorMain   ColorSide
//Referre Cloak (Wing407.bmd) RF
6297 32002 15 0 1.00 0.50 0.00 1.1 0.0 0.0
6297 32002 23 0 1.00 0.50 0.00 1.5 0.0 0.0
6297 32002 24 0 1.00 0.50 0.00 0.8 0.0 0.0
6297 32002 30 0 1.00 0.50 0.00 1.1 0.0 0.0
6297 32002 38 0 1.00 0.50 0.00 1.1 0.0 0.0
6297 32002 46 0 1.00 0.50 0.00 1.5 0.0 0.0
6297 32002 47 0 1.00 0.50 0.00 0.8 0.0 0.0
6297 32002 58 0 1.00 0.50 0.00 0.5 0.0 0.0
6297 32002 51 0 1.00 0.50 0.00 0.5 0.0 0.0
6297 32002 28 0 0.50 0.05 0.00 1.8 0.0 0.0
6297 32002 37 0 0.50 0.05 0.00 1.5 0.0 0.0
6297 32002 42 0 0.50 0.05 0.00 1.5 0.0 0.0
6297 32002 05 0 0.50 0.05 0.00 1.8 0.0 0.0
6297 32002 14 0 0.50 0.05 0.00 1.5 0.0 0.0
6297 32002 19 0 0.50 0.05 0.00 1.5 0.0 0.0
6297 32002 57 0 0.50 0.05 0.00 1.8 0.0 0.0
6297 32002 60 0 0.50 0.05 0.00 1.3 0.0 0.0
6297 32002 61 0 0.50 0.05 0.00 1.5 0.0 0.0
6297 32002 50 0 0.50 0.05 0.00 1.8 0.0 0.0
6297 32002 53 0 0.50 0.05 0.00 1.3 0.0 0.0
6297 32002 54 0 0.50 0.05 0.00 1.5 0.0 0.0
//Wings Devil & Angel
6298 32002 3 0 0.53 0.36 1.00 1.0 0.0 0.0
6298 32002 13 0 0.53 0.36 1.00 1.0 0.0 0.0
6298 32002 15 0 0.53 0.36 1.00 1.0 0.0 0.0
6298 32002 25 0 0.53 0.36 1.00 1.0 0.0 0.0
6298 32002 27 0 0.53 0.36 1.00 1.0 0.0 0.0
6298 32002 39 0 0.56 0.45 1.00 2.0 0.0 0.0
6298 32002 43 0 0.56 0.45 1.00 2.0 0.0 0.0
6298 32002 44 0 0.56 0.45 1.00 2.0 0.0 0.0
6298 32002 45 0 0.56 0.45 1.00 2.0 0.0 0.0
6298 32002 46 0 0.56 0.45 1.00 2.0 0.0 0.0
6298 32002 40 0 1.00 0.79 0.60 2.0 0.0 0.0
6298 32002 41 0 1.00 0.79 0.60 1.5 0.0 0.0
6298 32002 42 0 1.00 0.79 0.60 0.8 0.0 0.0
6298 32002 59 0 1.00 0.79 0.60 2.0 0.0 0.0
6298 32002 61 0 1.00 0.79 0.60 1.5 0.0 0.0
6298 32002 61 0 1.00 0.79 0.60 0.8 0.0 0.0
6298 32002 58 0 0.56 0.45 1.00 2.0 0.0 0.0
6298 32002 62 0 0.56 0.45 1.00 2.0 0.0 0.0
6298 32002 63 0 0.56 0.45 1.00 2.0 0.0 0.0
6298 32002 64 0 0.56 0.45 1.00 2.0 0.0 0.0
6298 32002 65 0 0.56 0.45 1.00 2.0 0.0 0.0
//Angelic Bow (bow26.bmd)
2073 32002 22 0 0.50 0.87 0.40 1.0 0.0 0.0
2073 32002 23 0 0.50 0.87 0.40 1.0 0.0 0.0
2073 32002 24 0 0.50 0.87 0.40 1.0 0.0 0.0
2073 32002 27 0 0.50 0.87 0.40 1.0 0.0 0.0
2073 32002 28 0 0.50 0.87 0.40 1.0 0.0 0.0
2073 32002 29 0 0.50 0.87 0.40 1.0 0.0 0.0
2073 32002 13 0 0.50 0.87 0.40 1.5 0.0 0.0
//Devil Crossbow (devilcrossbow.bmd)
2074 32002 6 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 7 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 8 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 9 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 10 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 11 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 16 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 17 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 18 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 19 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 20 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 21 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 22 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 23 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 24 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 25 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 26 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 29 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 30 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 31 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 32 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 33 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 34 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 35 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 36 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 37 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 38 0 1.00 0.14 0.04 0.8 0.0 0.0
2074 32002 39 0 1.00 0.14 0.04 0.8 0.0 0.0
//Thunderbolt (thunder_bolt.bmd)
1043 32002 2 0 0.20 0.46 0.90 0.8 0.0 0.0
1043 32002 3 0 0.20 0.46 0.90 0.8 0.0 0.0
1043 32002 4 0 0.20 0.46 0.90 0.8 0.0 0.0
1043 32002 7 0 0.18 0.50 0.50 1.0 0.0 0.0
1043 32002 7 0 0.50 0.50 0.50 0.3 0.0 0.0
1043 32266 7 0 0.36 1.00 1.00 0.6 0.0 0.0
1043 32266 5 0 0.20 0.46 0.90 0.3 0.0 0.0
1043 32266 6 0 0.20 0.46 0.90 0.3 0.0 0.0
1043 32266 8 0 0.20 0.46 0.90 0.3 0.0 0.0
1043 32002 8 0 0.50 0.50 0.50 0.1 0.0 0.0
//Asura (asura.bmd)
30 32002 3 0 0.98 0.09 0.02 1.2 0.0 0.0
30 32002 4 0 0.98 0.09 0.02 1.2 0.0 0.0
30 32002 5 0 0.98 0.09 0.02 1.2 0.0 0.0
30 32002 6 0 0.98 0.09 0.02 1.2 0.0 0.0
30 32002 7 0 0.98 0.09 0.02 1.2 0.0 0.0
30 32002 8 0 0.98 0.09 0.02 1.2 0.0 0.0
30 32002 9 0 0.98 0.09 0.02 1.1 0.0 0.0
30 32002 10 0 0.98 0.09 0.02 0.9 0.0 0.0
30 32002 11 0 0.98 0.09 0.02 0.8 0.0 0.0
30 32002 12 0 0.98 0.09 0.02 0.7 0.0 0.0
//Miracle Staff (MiracleStaff.bmd)
2595 32002 5 0 0.13 0.19 1.00 0.5 0.0 0.0
2595 32002 6 0 0.13 0.19 1.00 0.5 0.0 0.0
2595 32002 7 0 0.13 0.19 1.00 0.5 0.0 0.0
2595 32002 10 0 0.13 0.19 1.00 0.5 0.0 0.0
2595 32002 11 0 0.13 0.19 1.00 0.5 0.0 0.0
2595 32002 12 0 0.13 0.19 1.00 0.5 0.0 0.0
2595 32002 15 0 0.13 0.19 1.00 0.5 0.0 0.0
2595 32002 16 0 0.13 0.19 1.00 0.5 0.0 0.0
2595 32002 19 0 0.13 0.19 1.00 0.5 0.0 0.0
2595 32002 20 0 0.13 0.19 1.00 0.5 0.0 0.0
2595 32002 21 0 0.13 0.19 1.00 0.5 0.0 0.0
2595 32002 8 0 1.00 0.16 0.47 0.5 0.0 0.0
2595 32002 9 0 1.00 0.16 0.47 0.5 0.0 0.0
2595 32002 17 0 1.00 0.16 0.47 0.5 0.0 0.0
2595 32002 18 0 1.00 0.16 0.47 0.5 0.0 0.0
2595 32002 26 0 1.00 0.16 0.47 1.5 0.0 0.0
2595 32002 26 0 1.00 0.16 0.47 1.5 0.0 0.0
//Spite Staff (kerberos_spear_dark_road.bmd)
2597 32002 3 0 0.99 0.23 0.13 2.0 0.0 0.0
2597 32002 4 0 0.99 0.23 0.13 0.7 0.0 0.0
2597 32002 4 0 1.00 0.75 0.66 0.2 0.0 0.0
2597 32002 4 0 1.00 0.75 0.66 0.2 0.0 0.0
//Magmus Peer (MagmaSpear.bmd)
1548 32002 1 0 1.00 0.18 0.00 1.0 0.0 0.0
1548 32002 2 0 1.00 0.18 0.00 1.2 0.0 0.0
1548 32002 3 0 1.00 0.18 0.00 1.4 0.0 0.0
1548 32002 4 0 1.00 0.18 0.00 1.6 0.0 0.0
1548 32002 6 0 1.00 0.18 0.00 1.6 0.0 0.0
1548 32002 7 0 1.00 0.18 0.00 1.6 0.0 0.0
1548 32002 8 0 1.00 0.18 0.00 1.0 0.0 0.0
//Horn of Steal (hornofsteel.bmd)
1044 32002 1 0 1.00 0.25 1.00 0.5 0.0 0.0
1044 32002 2 0 1.00 0.25 1.00 0.5 0.0 0.0
1044 32002 3 0 1.00 0.25 1.00 0.5 0.0 0.0
1044 32002 4 0 1.00 0.25 1.00 0.5 0.0 0.0
1044 32002 5 0 1.00 0.25 1.00 0.5 0.0 0.0
1044 32002 6 0 1.00 0.25 1.00 0.5 0.0 0.0
1044 32002 7 0 1.00 0.25 1.00 0.5 0.0 0.0
1044 32002 8 0 1.00 0.25 1.00 0.5 0.0 0.0
1044 32002 9 0 1.00 0.25 1.00 2.0 0.0 0.0
//Blast Break (blastbreak.bmd)
37 32002 3 0 0.50 0.73 1.00 0.5 0.0 0.0
37 32002 4 0 0.50 0.73 1.00 0.5 0.0 0.0
37 32002 5 0 0.50 0.73 1.00 0.5 0.0 0.0
37 32002 6 0 0.50 0.73 1.00 0.5 0.0 0.0
37 32002 7 0 0.50 0.73 1.00 0.5 0.0 0.0
37 32002 8 0 0.50 0.73 1.00 0.5 0.0 0.0
37 32002 9 0 0.50 0.73 1.00 0.5 0.0 0.0
37 32002 10 0 0.50 0.73 1.00 0.5 0.0 0.0
37 32002 11 0 0.50 0.73 1.00 0.5 0.0 0.0
//Sonic Blade-Cyclone Sword (balhalla_sword.bmd)
29 32002 1 0 1.00 0.74 0.67 0.8 0.0 0.0
29 32002 2 0 1.00 0.74 0.67 0.8 0.0 0.0
29 32002 3 0 1.00 0.74 0.67 0.8 0.0 0.0
29 32002 4 0 1.00 0.74 0.67 0.8 0.0 0.0
29 32002 5 0 1.00 0.74 0.67 0.8 0.0 0.0
29 32002 6 0 1.00 0.74 0.67 0.8 0.0 0.0
29 32002 7 0 1.00 0.74 0.67 0.8 0.0 0.0
//Fall Wings (Wing404.bmd) MG
6303 32501 4 0 1.00 0.72 0.25 0.3 0.0 0.0
6303 32501 12 0 1.00 0.72 0.25 0.3 0.0 0.0
6303 32501 20 0 1.00 0.72 0.25 0.3 0.0 0.0
6303 32501 28 0 1.00 0.72 0.25 0.3 0.0 0.0
6303 32501 36 0 1.00 0.72 0.25 0.3 0.0 0.0
6303 32501 44 0 1.00 0.72 0.25 0.3 0.0 0.0
6303 32501 52 0 1.00 0.72 0.25 0.3 0.0 0.0
6303 32501 60 0 1.00 0.72 0.25 0.3 0.0 0.0
6303 32002 4 0 1.00 0.72 0.25 0.8 0.0 0.0
6303 32002 12 0 1.00 0.72 0.25 0.8 0.0 0.0
6303 32002 20 0 1.00 0.72 0.25 0.8 0.0 0.0
6303 32002 28 0 1.00 0.72 0.25 0.8 0.0 0.0
6303 32002 36 0 1.00 0.72 0.25 0.8 0.0 0.0
6303 32002 44 0 1.00 0.72 0.25 0.8 0.0 0.0
6303 32002 52 0 1.00 0.72 0.25 0.8 0.0 0.0
6303 32002 60 0 1.00 0.72 0.25 0.8 0.0 0.0
6303 32002 9 0 0.10 0.33 1.00 1.5 0.0 0.0
6303 32002 17 0 0.10 0.33 1.00 1.5 0.0 0.0
6303 32002 25 0 0.10 0.33 1.00 1.5 0.0 0.0
6303 32002 33 0 0.10 0.33 1.00 1.5 0.0 0.0
6303 32002 41 0 0.10 0.33 1.00 1.5 0.0 0.0
6303 32002 49 0 0.10 0.33 1.00 1.5 0.0 0.0
6303 32002 57 0 0.10 0.33 1.00 1.5 0.0 0.0
6303 32002 65 0 0.10 0.33 1.00 1.5 0.0 0.0
6303 32002 9 0 0.10 0.33 1.00 1.5 0.0 0.0
6303 32002 17 0 0.05 0.12 0.50 1.0 0.0 0.0
6303 32002 25 0 0.05 0.12 0.50 1.0 0.0 0.0
6303 32002 33 0 0.05 0.12 0.50 1.0 0.0 0.0
6303 32002 41 0 0.05 0.12 0.50 1.0 0.0 0.0
6303 32002 49 0 0.05 0.12 0.50 1.0 0.0 0.0
6303 32002 57 0 0.05 0.12 0.50 1.0 0.0 0.0
6303 32002 65 0 0.05 0.12 0.50 1.0 0.0 0.0
6303 32002 72 0 0.16 0.69 1.00 0.5 0.0 0.0
6303 32002 79 0 0.16 0.69 1.00 0.5 0.0 0.0
//Avatar Wings (Wing402.bmd) BK
6301 32231 7 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 8 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 9 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 77 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 78 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 79 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 11 0 1.00 1.00 1.00 0.9 0.0 0.0
6301 32231 12 0 1.00 1.00 1.00 0.7 0.0 0.0
6301 32231 81 0 1.00 1.00 1.00 0.9 0.0 0.0
6301 32231 82 0 1.00 1.00 1.00 0.7 0.0 0.0
6301 32231 17 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 87 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 22 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 23 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 24 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 25 0 0.30 0.30 0.30 0.5 0.0 0.0
6301 32231 92 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 93 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 94 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 95 0 0.30 0.30 0.30 0.5 0.0 0.0
6301 32231 30 0 0.30 0.30 0.30 0.5 0.0 0.0
6301 32231 31 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 32 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 33 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 34 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 35 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 36 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 37 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 38 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 100 0 0.30 0.30 0.30 0.5 0.0 0.0
6301 32231 101 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 102 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 103 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 104 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 105 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 106 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 107 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 108 0 0.30 0.30 0.30 0.7 0.0 0.0
6301 32231 45 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 46 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 47 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 53 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 54 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 55 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 56 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 60 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 61 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 62 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 66 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 67 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 68 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 115 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 116 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 117 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 123 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 124 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 125 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 118 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 130 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 131 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 132 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 136 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 137 0 0.30 0.30 0.30 0.35 0.0 0.0
6301 32231 138 0 0.30 0.30 0.30 0.35 0.0 0.0
//Orb Wings by © Dr4G0N 3D Maker (Wing403) ELF
6302 32002 9 0 1.00 0.70 0.20 1.0 0.0 0.0
6302 32002 23 0 1.00 0.70 0.20 1.0 0.0 0.0
6302 32002 65 0 1.00 0.70 0.20 1.0 0.0 0.0
6302 32002 93 0 1.00 0.70 0.20 1.0 0.0 0.0
6302 32002 38 0 1.00 0.70 0.20 0.7 0.0 0.0
6302 32002 80 0 1.00 0.70 0.20 0.7 0.0 0.0
6302 32002 62 0 1.00 0.70 0.20 0.4 0.0 0.0
6302 32002 6 0 1.00 0.70 0.20 0.4 0.0 0.0
6302 32002 9 0 1.00 0.70 0.20 0.6 0.0 0.0
6302 32002 23 0 1.00 0.70 0.20 0.6 0.0 0.0
6302 32002 65 0 1.00 0.70 0.20 0.6 0.0 0.0
6302 32002 93 0 1.00 0.70 0.20 0.6 0.0 0.0
6302 32002 38 0 1.00 0.70 0.20 0.6 0.0 0.0
6302 32002 80 0 1.00 0.70 0.20 0.6 0.0 0.0
6302 32380 7 0 0.20 0.20 1.00 0.6 0.0 0.0
6302 32380 8 0 0.20 0.20 1.00 0.6 0.0 0.0
6302 32380 13 0 0.20 0.20 1.00 0.5 0.0 0.0
6302 32380 14 0 0.20 0.20 1.00 0.5 0.0 0.0
6302 32380 15 0 0.20 0.20 1.00 0.5 0.0 0.0
6302 32380 16 0 0.20 0.20 1.00 0.5 0.0 0.0
6302 32380 63 0 0.20 0.20 1.00 0.6 0.0 0.0
6302 32380 64 0 0.20 0.20 1.00 0.5 0.0 0.0
6302 32380 69 0 0.20 0.20 1.00 0.5 0.0 0.0
6302 32380 70 0 0.20 0.20 1.00 0.5 0.0 0.0
6302 32380 71 0 0.20 0.20 1.00 0.5 0.0 0.0
6302 32380 72 0 0.20 0.20 1.00 0.5 0.0 0.0
6302 32380 24 0 0.20 0.20 1.00 0.8 0.0 0.0
6302 32380 26 0 0.20 0.20 1.00 0.3 0.0 0.0
6302 32380 27 0 0.20 0.20 1.00 0.5 0.0 0.0 
6302 32002 39 0 0.20 0.20 1.00 0.6 0.0 0.0
6302 32380 36 0 0.20 0.20 1.00 0.6 0.0 0.0
6302 32002 79 0 0.20 0.20 1.00 0.6 0.0 0.0
6302 32380 77 0 0.20 0.20 1.00 0.6 0.0 0.0
6302 32380 89 0 0.20 0.20 1.00 0.8 0.0 0.0
6302 32380 91 0 0.20 0.20 1.00 0.3 0.0 0.0
6302 32380 92 0 0.20 0.20 1.00 0.5 0.0 0.0
6302 32002 42 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 43 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 44 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 45 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 46 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 47 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 48 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 49 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 50 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 51 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 52 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 53 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 54 0 1.00 0.20 1.00 0.6 0.0 0.0 
6302 32002 98 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 99 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 100 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 101 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 102 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 103 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 104 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 105 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 106 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 107 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 108 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 109 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32002 110 0 1.00 0.20 1.00 0.6 0.0 0.0
6302 32501 23 0 1.00 0.70 0.20 0.4 0.0 0.0
6302 32501 38 0 1.00 0.70 0.20 0.25 0.0 0.0
6302 32501 9 0 1.00 0.70 0.20 0.2 0.0 0.0
6302 32501 65 0 1.00 0.70 0.20 0.2 0.0 0.0
6302 32501 80 0 1.00 0.70 0.20 0.25 0.0 0.0
6302 32501 93 0 1.00 0.70 0.20 0.4 0.0 0.0
//The Wings (Wing406.bmd) SUM
6305 32380 6  0 0.36 0.09 0.13 0.25 0.0 0.0
6305 32380 7  0 0.36 0.09 0.13 0.25 0.0 0.0
6305 32380 8  0 0.36 0.09 0.13 0.25 0.0 0.0
6305 32380 9  0 0.36 0.09 0.13 0.25 0.0 0.0
6305 32380 10 0 0.36 0.09 0.13 0.25 0.0 0.0
6305 32380 11 0 0.36 0.09 0.13 0.25 0.0 0.0
6305 32380 12 0 0.36 0.09 0.13 0.25 0.0 0.0
6305 32380 13 0 0.36 0.09 0.13 0.25 0.0 0.0
6305 32380 14 0 0.36 0.09 0.13 0.2 0.0 0.0
6305 32380 15 0 0.36 0.09 0.13 0.15 0.0 0.0
6305 32380 16 0 0.36 0.09 0.13 0.1 0.0 0.0
6305 32380 17 0 0.36 0.09 0.13 0.05 0.0 0.0
6305 32380 98  0 0.36 0.09 0.13 0.05 0.0 0.0
6305 32380 99  0 0.36 0.09 0.13 0.1 0.0 0.0
6305 32380 100 0 0.36 0.09 0.13 0.15 0.0 0.0
6305 32380 101 0 0.36 0.09 0.13 0.2 0.0 0.0
6305 32380 102 0 0.36 0.09 0.13 0.25 0.0 0.0
6305 32380 103 0 0.36 0.09 0.13 0.25 0.0 0.0
6305 32380 104 0 0.36 0.09 0.13 0.25 0.0 0.0
6305 32380 105 0 0.36 0.09 0.13 0.25 0.0 0.0
6305 32380 106 0 0.36 0.09 0.13 0.25 0.0 0.0
6305 32380 107 0 0.36 0.09 0.13 0.25 0.0 0.0
6305 32380 108 0 0.36 0.09 0.13 0.25 0.0 0.0
6305 32380 109 0 0.36 0.09 0.13 0.25 0.0 0.0
6305 32380 32 0 1.00 0.43 0.21 0.5 0.0 0.0
6305 32380 110 0 1.00 0.43 0.21 0.5 0.0 0.0
6305 32380 22 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 23 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 24 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 25 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 27 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 28 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 29 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 30 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 31 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 36 0 0.18 0.02 0.21 0.5 0.0 0.0
6305 32380 37 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 38 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 39 0 0.18 0.02 0.21 0.5 0.0 0.0
6305 32380 40 0 0.18 0.02 0.21 0.5 0.0 0.0
6305 32380 41 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 42 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 43 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 78 0 0.18 0.02 0.21 0.8 0.0 0.0
