//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//ID	Number	Value	Item	Level	Skill	Luck	Option	ExOpt	AncOp	JOH	Oexe	Socket1	Socket2	Socket3	Socket4	Socket5	Qtd	Duration	Comment
1240	1240	100	6763	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Anillo de Mago Letal (3 Days)
1240	1241	180	6763	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Anillo de Mago Letal (7 Days)
1250	1250	40	6766	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Anillo Rubi (3 Days)
1250	1251	140	6766	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Anillo Rubi (7 Days)
1260	1260	40	6767	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Anillo Topacio (3 Days)
1260	1261	140	6767	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Topaz Ring (7 Days)
1270	1270	50	6768	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Anillo Amatista (3 Days)
1270	1271	140	6768	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Amethyst Ring (7 Days)
1280	1280	40	6769	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Collar Rubies (3 Days)
1280	1281	140	6769	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Ruby Necklace (7 Days)
1290	1290	40	6770	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Collar Esmeraldas (3 Days)
1290	1291	140	6770	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Emerald Necklace (7 Days)
1300	1300	40	6771	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Collar de Zafiros (3 Days)
1300	1301	140	6771	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Collar de Zafiros (7 Days)
1310	1310	60	6717	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Ticket de Acceso illusion Temple (1 UN)
1320	1320	80	6274	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Small Cape of Lord (3 Days)
1320	1321	120	6274	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Small Cape of Lord (7 Days)
1330	1330	80	6275	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Small Wing of Curse (3 Days)
1330	1331	120	6275	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Small Wing of Curse (7 Days)
1340	1340	80	6276	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Small Wings of Elf (3 Days)
1340	1341	120	6276	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Small Wings of Elf (7 Days)
1370	1370	150	6737	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Talisman del Guardian (1 Hours)
1400	1400	50	6701	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Sello de Sustento (1 Days)
1400	1401	100	6701	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Sello de Sustento (3 Days)
1400	1402	160	6701	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Sello de Sustento (7 Days)
1410	1410	75	6699	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Sello de Ascension (1 Days)
1410	1411	120	6699	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Seal of Ascension (3 Days)
1410	1412	200	6699	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Seal of Ascension (7 Days)
1420	1420	75	6700	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Sello de Riqueza (1 Days)
1420	1421	120	6700	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Seal of Wealth (3 Days)
1420	1422	200	6700	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Seal of Wealth (7 Days)
1430	1430	75	6718	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Sello de Curacion (1 Days)
1430	1431	120	6718	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Seal of Healing (3 Days)
1430	1432	200	6718	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Seal of Healing (7 Days)
1440	1440	75	6719	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Sello de Divinidad (1 Days)
1440	1441	120	6719	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Seal of Divinity (3 Days)
1440	1442	200	6719	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Seal of Divinity (7 Days)
1450	1450	80	6760	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Max AG Impulsor (1 Days)
1450	1451	130	6760	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Max AG Boost Aura (3 Days)
1450	1452	220	6760	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Max AG Boost Aura (7 Days)
1460	1460	80	6761	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Max SD Impulsor (1 Days)
1460	1461	130	6761	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Max SD Boost Aura (3 Days)
1460	1462	220	6761	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Max SD Boost Aura (7 Days)
1470	1470	120	6750	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Sello Maestro de Curacion (1 Days)
1470	1471	200	6750	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Master Seal of Wealth (3 Days)
1470	1472	300	6750	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Master Seal of Wealth (7 Days)
1480	1480	120	6749	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Master Seal of Ascension (1 Days)
1480	1481	200	6749	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Master Seal of Ascension (3 Days)
1480	1482	300	6749	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Master Seal of Ascension (7 Days)
1500	1500	600	7240	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Pergamino de Rapidez (1 Days)
1500	1501	3000	7240	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Pergamino de Rapidez (7 Days)
1510	1510	600	7266	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Scroll of Strength (1 Days)
1510	1511	3000	7266	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Scroll of Strength (7 Days)
1520	1520	600	7265	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Scroll of Battle (1 Days)
1520	1521	3000	7265	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Scroll of Battle (7 Days)
1530	1530	600	7244	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Scroll of Health (1 Days)
1530	1531	3000	7244	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Scroll of Health (7 Days)
1540	1540	600	7245	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Scroll of Mana (1 Days)
1540	1541	3000	7245	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Scroll of Mana (7 Days)
1550	1550	600	7241	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Scroll of Defense (1 Days)
1550	1551	3000	7241	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Scroll of Defense (7 Days)
1560	1560	120	6736	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Mascota Panda (3 Days)
1560	1561	190	6736	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Pet Panda (7 Days)
1570	1570	130	6762	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Mascota Unicornio (3 Days)
1570	1571	190	6762	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Pet Unicorn (7 Days)
1580	1580	120	6779	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Pet Skeleton (3 Days)
1580	1581	180	6779	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Pet Skeleton (7 Days)
1590	1590	80	6721	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Spirit of Guardian (3 Days)
1590	1591	140	6721	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Spirit of Guardian (7 Days)
1600	1600	80	6720	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Demon (3 Days)
1600	1601	140	6720	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Demon (7 Days)
1610	1610	100	6723	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Pet Rudolf (3 Days)
1610	1611	140	6723	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Pet Rudolf (7 Days)
1620	1620	500	6660	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Caballo Oscuro (1 UN)
1630	1630	500	6661	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Dark Raven (1 UN)
1640	1640	550	6693	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Horn of Fenrir (1 UN)
1640	1641	650	6693	0	0	0	0	1	0	0	0	255	255	255	255	255	0	0	// Cuerno de Fenrir Negro (1 UN)
1640	1642	750	6693	0	0	0	0	3	0	0	0	255	255	255	255	255	0	0	// Cuerno de Fenrir Azul (1 UN)
1640	1643	1000	6693	0	0	0	0	7	0	0	0	255	255	255	255	255	0	0	// Cuerno de Fenrir Rojo (1 UN)
1650	1650	50	6659	9	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Horn of Dinorant (1 UN)
1660	1660	600	7242	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Scroll of Wrath (1 Days)
1660	1661	3000	7242	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Scroll of Wrath (7 Days)
1670	1670	60	6783	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Access Ticket to Varka Map 7 (1 UN)
1720	1720	60	7264	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Chaos Assembly (1 UN)
1730	1730	25	6725	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Resurrection (1 UN)
1740	1740	20	6726	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Mobility (1 UN)
1750	1750	15	6737	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Talisman del Guardian (1 Hours)
1760	1760	60	7242	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Scroll of Wrath (1 Days)
1760	1761	260	7242	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Scroll of Wrath (7 Days)
1770	1770	4000	6710	9	0	0	7	0	0	0	0	255	255	255	255	255	0	0	// Fruta de Fuerza (1 UN)
1780	1780	4000	6711	9	0	0	7	0	0	0	0	255	255	255	255	255	0	0	// Reset Fruit Quickness (1 UN)
1790	1790	4000	6712	9	0	0	7	0	0	0	0	255	255	255	255	255	0	0	// Reset Fruit Health (1 UN)
1800	1800	4000	6713	9	0	0	7	0	0	0	0	255	255	255	255	255	0	0	// Reset Fruit Energy (1 UN)
1810	1810	4000	6714	9	0	0	7	0	0	0	0	255	255	255	255	255	0	0	// Reset Fruit Control (1 UN)
1820	1820	12	7238	0	0	0	7	0	0	0	0	255	255	255	255	255	20	0	// Elite Healing Potion (20 UN)
1830	1830	12	7239	0	0	0	7	0	0	0	0	255	255	255	255	255	20	0	// Elite Mana Potion (20 UN)
1840	1840	12	7301	0	0	0	7	0	0	0	0	255	255	255	255	255	20	0	// Elite SD Potion (20 UN)
1850	1850	500	7280	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Llave plateada (1 UN)
1860	1860	500	7281	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Gold Key (1 UN)
1870	1870	2500	7285	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Character Rename Service (1 UN)
1880	1880	2000	7260	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Chaos Card Gold (1 UN)
1890	1890	2500	7261	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Chaos Card Rare (1 UN)
1900	1900	50	7280	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Llave plateada (1 UN)
1910	1910	50	7281	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Gold Key (1 UN)
1920	1920	500	6149	0	0	1	7	7	0	0	0	255	255	255	255	255	0	0	// Wings of Dragon (1 UN)
1920	1921	600	6149	15	1	1	7	31	0	0	0	255	255	255	255	255	0	0	// Wings of Dragon (1 UN)
1930	1930	500	6150	0	0	1	7	25	0	0	0	255	255	255	255	255	0	0	// Wings of Darkness (1 UN)
1930	1931	600	6150	15	0	1	7	31	0	0	0	255	255	255	255	255	0	0	// Wings of Darkness (1 UN)
1940	1940	500	6148	9	0	1	7	19	0	0	0	255	255	255	255	255	0	0	// Wings of Soul (1 UN)
1940	1941	600	6148	15	0	1	7	31	0	0	0	255	255	255	255	255	0	0	// Wings of Soul (1 UN)
1950	1950	500	6147	0	0	1	7	13	0	0	0	255	255	255	255	255	0	0	// Wings of Spirits (1 UN)
1950	1951	600	6147	15	1	1	7	31	0	0	0	255	255	255	255	255	0	0	// Wings of Spirits (1 UN)
1960	1960	500	6186	11	0	1	7	21	0	0	0	255	255	255	255	255	0	0	// Wind of Despair (1 UN)
1960	1961	600	6186	15	1	1	7	31	0	0	0	255	255	255	255	255	0	0	// Wind of Despair (1 UN)
1970	1970	500	6193	0	0	1	7	21	0	0	0	255	255	255	255	255	0	0	// Cape of Fighter (1 UN)
1970	1971	600	6193	15	1	1	7	31	0	0	0	255	255	255	255	255	0	0	// Cape of Fighter (1 UN)
1980	1980	500	6686	9	0	1	7	13	0	0	0	255	255	255	255	255	0	0	// Cape of Lord (1 UN)
1980	1981	600	6686	15	1	1	7	31	0	0	0	255	255	255	255	255	0	0	// Cape of Lord (1 UN)
2030	2030	1000	6180	0	0	1	7	7	0	0	0	255	255	255	255	255	0	0	// Wing of Storm (1 UN)
2030	2031	1100	6180	15	1	1	7	31	0	0	0	255	255	255	255	255	0	0	// Wing of Storm (1 UN)
2040	2040	1000	6181	9	0	1	7	13	0	0	0	255	255	255	255	255	0	0	// Wing of Eternal (1 UN)
2040	2041	1100	6181	15	1	1	7	31	0	0	0	255	255	255	255	255	0	0	// Wing of Eternal (1 UN)
2050	2050	1000	6182	0	0	1	7	13	0	0	0	255	255	255	255	255	0	0	// Wing of Illusion (1 UN)
2050	2051	1100	6182	15	1	1	7	31	0	0	0	255	255	255	255	255	0	0	// Wing of Illusion (1 UN)
2060	2060	1000	6183	9	0	1	7	5	0	0	0	255	255	255	255	255	0	0	// Wing of Ruin (1 UN)
2060	2061	1100	6183	15	1	1	7	31	0	0	0	255	255	255	255	255	0	0	// Wing of Ruin (1 UN)
2070	2070	1000	6184	9	0	1	7	25	0	0	0	255	255	255	255	255	0	0	// Cape of Emperor (1 UN)
2070	2071	1100	6184	15	1	1	7	31	0	0	0	255	255	255	255	255	0	0	// Cape of Emperor (1 UN)
2080	2080	1000	6187	9	0	1	7	13	0	0	0	255	255	255	255	255	0	0	// Wing of Dimension (1 UN)
2080	2081	1100	6187	15	1	1	7	31	0	0	0	255	255	255	255	255	0	0	// Wing of Dimension (1 UN)
2110	2110	200	7260	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Chaos Card Gold (1 UN)
2120	2120	80	6277	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Small Wings of Heaven (3 Days)
2120	2121	120	6277	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Small Wings of Heaven (7 Days)
2130	2130	250	7261	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Chaos Card Rare (1 UN)
2140	2140	60	7243	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Scroll of Wizardry (1 Days)
2150	2150	80	6278	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Small Wings of Satan (3 Days)
2150	2151	120	6278	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Small Wings of Satan (7 Days)
2160	2160	80	6279	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Little Warrior's Cloak (3 Days)
2160	2161	120	6279	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Little Warrior's Cloak (7 Days)
2170	2170	5000	7344	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Death King's Bone (1 UN)
2180	2180	5000	7347	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Death Beam Knight Soul (1 UN)
2190	2190	5000	7346	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Dark Phoenix Flame (1 UN)
2200	2200	5000	7345	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Hell Maine's Leather (1 UN)
2210	2210	1500	6174	2	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Bundle of Jewel of Bless (1 UN)
2220	2220	2000	6175	2	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Bundle of Jewel of Soul (1 UN)
2230	2230	250	6295	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Spirit Powder (1 UN)
2250	2250	250	7264	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Chaos Assembly (1 UN)
2260	2260	150	6725	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Resurrection (1 UN)
2270	2270	100	6726	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Mobility (1 UN)
2280	2280	100	6738	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Talisman Proteccion de Obj. (1 Hours)
2300	2300	4800	6280	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Jewel of Life Bundle (1 UN)
2310	2310	5000	6281	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Jewel of Creation Bundle (1 UN)
2320	2320	4500	6282	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Jewel of Guardian Bundle (1 UN)
2330	2330	32000	6181	11	0	1	0	3	0	0	0	255	255	255	255	255	0	0	// Wing of Eternal (1 UN)
2340	2340	4800	6284	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Jewel of Harmony Bundle (1 UN)
2350	2350	4000	6144	9	0	1	7	3	0	0	0	255	255	255	255	255	0	0	// Wings of Elf (1 UN)
2360	2360	4000	6145	9	0	1	7	3	0	0	0	255	255	255	255	255	0	0	// Wings of Heaven (1 UN)
2370	2370	4000	6146	9	0	1	7	3	0	0	0	255	255	255	255	255	0	0	// Wings of Satan (1 UN)
2380	2380	10	6738	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Talisman Proteccion de Obj. (1 Hours)
2390	2390	500	6739	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Wings of Satan (1 UN)
2400	2400	3000	6736	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Mascota Panda (3 Days)
2400	2401	5000	6736	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Pet Panda (7 Days)
2410	2410	3000	6779	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Pet Skeleton (3 Days)
2410	2411	5000	6779	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Pet Skeleton (7 Days)
2420	2420	3000	6723	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Pet Rudolf (3 Days)
2420	2421	5000	6723	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Pet Rudolf (7 Days)
2430	2430	3000	6720	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Demon (3 Days)
2430	2431	5000	6720	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Demon (7 Days)
2440	2440	3000	6721	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Spirit of Guardian (3 Days)
2440	2441	5000	6721	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Spirit of Guardian (7 Days)
2450	2450	4000	6185	9	0	1	7	3	0	0	0	255	255	255	255	255	0	0	// Wing of Curse (1 UN)
2460	2460	11000	6686	9	0	1	0	1	0	0	0	255	255	255	255	255	0	0	// Cape of Lord (1 UN)
2470	2470	12000	6147	11	0	1	0	3	0	0	0	255	255	255	255	255	0	0	// Wings of Spirits (1 UN)
2480	2480	12000	6148	11	0	1	0	3	0	0	0	255	255	255	255	255	0	0	// Wings of Soul (1 UN)
2490	2490	12000	6149	11	0	1	0	3	0	0	0	255	255	255	255	255	0	0	// Wings of Dragon (1 UN)
2500	2500	12000	6150	11	0	1	0	3	0	0	0	255	255	255	255	255	0	0	// Wings of Darkness (1 UN)
2510	2510	12000	6186	11	0	1	0	3	0	0	0	255	255	255	255	255	0	0	// Wind of Despair (1 UN)
2520	2520	500	6740	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Wings of Heaven (1 UN)
2530	2530	500	6741	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Wings of Elf (1 UN)
2540	2540	500	6742	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Wing of Curse (1 UN)
2550	2550	100	6759	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Party EXP Scroll (1 Days)
2550	2551	200	6759	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Party EXP Scroll (3 Days)
2550	2552	400	6759	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Party EXP Scroll (7 Days)
2560	2560	100	6715	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Seal of Mobility (1 Days)
2560	2561	200	6715	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Seal of Mobility (3 Days)
2560	2562	350	6715	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Seal of Mobility (7 Days)
2570	2570	900	6743	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Cape of Emperor (1 UN)
2580	2580	1000	6744	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Wings of Dragon (1 UN)
2700	2700	20	6739	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Wings of Satan (1 UN)
2710	2710	20	6740	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Wings of Heaven (1 UN)
2720	2720	20	6741	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Wings of Elf (1 UN)
2730	2730	20	6742	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Wing of Curse (1 UN)
2740	2740	20	6743	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Cape of Emperor (1 UN)
2750	2750	30	6744	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Wings of Dragon (1 UN)
2760	2760	20	6745	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Wings of Soul (1 UN)
2770	2770	30	6746	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Wings of Spirits (1 UN)
2780	2780	30	6747	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Wing of Despair (1 UN)
2790	2790	20	6748	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Wings of Darkness (1 UN)
2800	2800	200	7330	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Magic Backpack (1 UN)
2810	2810	50	7246	0	0	0	0	0	0	0	0	255	255	255	255	255	20	0	// Elixir of Strength (1 UN)
2820	2820	50	7247	0	0	0	0	0	0	0	0	255	255	255	255	255	20	0	// Elixir of Agility (1 UN)
2830	2830	50	7248	0	0	0	0	0	0	0	0	255	255	255	255	255	20	0	// Elixir of Health (1 UN)
2840	2840	1000	6745	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Wings of Soul (1 UN)
2850	2850	1000	6746	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Wings of Spirits (1 UN)
2860	2860	1000	6747	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Wing of Despair (1 UN)
2870	2870	1000	6748	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Wings of Darkness (1 UN)
2880	2880	800	6274	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Small Cape of Lord (3 Days)
