//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//Cat	ID	Main	Item	Coin	Price	Bonus	PBase1	PBase2	PBase3	PBase4	PBase5	PBase6	PBase7	PBase8	PBase9	PBase10	PMain1	PMain2	PMain3	PMain4	PMain5	PMain6	PMain7	PMain8	PMain9	PMain10	Comment
40	196	196	1	508	500	0	1960	0	0	0	0	0	0	0	0	0	1960	0	0	0	0	0	0	0	0	0	// Wind of Despair
40	197	197	1	508	500	0	1970	0	0	0	0	0	0	0	0	0	1970	0	0	0	0	0	0	0	0	0	// Cape of Fighter
40	198	198	1	508	500	0	1980	0	0	0	0	0	0	0	0	0	1980	0	0	0	0	0	0	0	0	0	// Cape of Lord
40	203	203	1	508	1000	0	2030	0	0	0	0	0	0	0	0	0	2030	0	0	0	0	0	0	0	0	0	// Wing of Storm
40	204	204	1	508	1000	0	2040	0	0	0	0	0	0	0	0	0	2040	0	0	0	0	0	0	0	0	0	// Wing of Eternal
40	205	205	1	508	1000	0	2050	0	0	0	0	0	0	0	0	0	2050	0	0	0	0	0	0	0	0	0	// Wing of Illusion
40	206	206	1	508	1000	0	2060	0	0	0	0	0	0	0	0	0	2060	0	0	0	0	0	0	0	0	0	// Wing of Ruin
40	207	207	1	508	1000	0	2070	0	0	0	0	0	0	0	0	0	2070	0	0	0	0	0	0	0	0	0	// Cape of Emperor
40	208	208	1	508	1000	0	2080	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	// Wing of Dimension
40	212	212	1	508	80	0	2120	0	0	0	0	0	0	0	0	0	2120	0	0	0	0	0	0	0	0	0	// Small Wings of Heaven
40	215	215	1	508	80	0	2150	0	0	0	0	0	0	0	0	0	2150	0	0	0	0	0	0	0	0	0	// Small Wings of Satan
40	216	216	1	508	80	0	2160	0	0	0	0	0	0	0	0	0	2160	0	0	0	0	0	0	0	0	0	// Little Warrior's Cloak
41	185	185	1	509	500	0	1850	0	0	0	0	0	0	0	0	0	1850	0	0	0	0	0	0	0	0	0	// Llave plateada
41	186	186	1	509	500	0	1860	0	0	0	0	0	0	0	0	0	1860	0	0	0	0	0	0	0	0	0	// Llave Dorada
41	187	187	1	509	2500	0	1870	0	0	0	0	0	0	0	0	0	1870	0	0	0	0	0	0	0	0	0	// Cambio de Nombre
41	188	188	1	509	2000	0	1880	0	0	0	0	0	0	0	0	0	1880	0	0	0	0	0	0	0	0	0	// Carta del Caos ORO
41	189	189	1	509	2500	0	1890	0	0	0	0	0	0	0	0	0	1890	0	0	0	0	0	0	0	0	0	// Carta del Caos RARA
41	329	329	1	509	2000	0	3290	0	0	0	0	0	0	0	0	0	3290	0	0	0	0	0	0	0	0	0	// Mochila magica
41	330	330	1	509	200	0	3300	0	0	0	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	// Carta Caos Mini
41	331	331	1	509	200	0	3310	0	0	0	0	0	0	0	0	0	3310	0	0	0	0	0	0	0	0	0	// Baul Expansion
42	332	332	1	509	900	0	3320	0	0	0	0	0	0	0	0	0	3320	0	0	0	0	0	0	0	0	0	// Anillo Skeleton
42	333	333	1	509	1000	0	3330	0	0	0	0	0	0	0	0	0	3330	0	0	0	0	0	0	0	0	0	// Anillo Panda
42	334	334	1	509	1000	0	3340	0	0	0	0	0	0	0	0	0	3340	0	0	0	0	0	0	0	0	0	// Anillo de Mago Letal
42	335	335	1	509	400	0	3350	0	0	0	0	0	0	0	0	0	3350	0	0	0	0	0	0	0	0	0	// Anillo Rubi
42	336	336	1	509	400	0	3360	0	0	0	0	0	0	0	0	0	3360	0	0	0	0	0	0	0	0	0	// Anillo Topacio
42	337	337	1	509	500	0	3370	0	0	0	0	0	0	0	0	0	3370	0	0	0	0	0	0	0	0	0	// Anillo Amatista
42	338	338	1	509	400	0	3380	0	0	0	0	0	0	0	0	0	3380	0	0	0	0	0	0	0	0	0	// Collar Rubies
42	339	339	1	509	400	0	3390	0	0	0	0	0	0	0	0	0	3390	0	0	0	0	0	0	0	0	0	// Collar Esmeraldas
42	340	340	1	509	400	0	3400	0	0	0	0	0	0	0	0	0	3400	0	0	0	0	0	0	0	0	0	// Collar de Zafiros
43	346	346	1	509	500	0	3460	0	0	0	0	0	0	0	0	0	3460	0	0	0	0	0	0	0	0	0	// Sello de Sustento
43	347	347	1	509	750	0	3470	0	0	0	0	0	0	0	0	0	3470	0	0	0	0	0	0	0	0	0	// Sello de Ascension
43	348	348	1	509	750	0	3480	0	0	0	0	0	0	0	0	0	3480	0	0	0	0	0	0	0	0	0	// Sello de Riqueza
43	349	349	1	509	7500	0	3490	0	0	0	0	0	0	0	0	0	3490	0	0	0	0	0	0	0	0	0	// Sello de Curacion
43	350	350	1	509	750	0	3500	0	0	0	0	0	0	0	0	0	3500	0	0	0	0	0	0	0	0	0	// Sello de Divinidad
43	351	351	1	509	800	0	3510	0	0	0	0	0	0	0	0	0	3510	0	0	0	0	0	0	0	0	0	// Max AG Impulsor
43	352	352	1	509	800	0	3520	0	0	0	0	0	0	0	0	0	3520	0	0	0	0	0	0	0	0	0	// Max SD Impulsor
44	353	353	1	509	1200	0	3530	0	0	0	0	0	0	0	0	0	3530	0	0	0	0	0	0	0	0	0	// Mascota Panda
44	354	354	1	509	1300	0	3540	0	0	0	0	0	0	0	0	0	3540	0	0	0	0	0	0	0	0	0	// Mascota Unicornio
44	355	355	1	509	1200	0	3550	0	0	0	0	0	0	0	0	0	3550	0	0	0	0	0	0	0	0	0	// Mascota Esqueleton
44	356	356	1	509	800	0	3560	0	0	0	0	0	0	0	0	0	3560	0	0	0	0	0	0	0	0	0	// Demonio
44	357	357	1	509	800	0	3570	0	0	0	0	0	0	0	0	0	3570	0	0	0	0	0	0	0	0	0	// Espiritud Guardian
44	358	358	1	509	1000	0	3580	0	0	0	0	0	0	0	0	0	3580	0	0	0	0	0	0	0	0	0	// Mascota Rudolf
44	360	360	1	509	5000	0	3600	0	0	0	0	0	0	0	0	0	3600	0	0	0	0	0	0	0	0	0	// Cuervo Oscuro
44	361	361	1	509	5000	0	3610	0	0	0	0	0	0	0	0	0	3610	0	0	0	0	0	0	0	0	0	// Caballo Oscuro
44	362	362	1	509	500	0	3620	0	0	0	0	0	0	0	0	0	3620	0	0	0	0	0	0	0	0	0	// Cuerno de Dinorante
44	363	363	1	509	6000	0	3630	0	0	0	0	0	0	0	0	0	3630	0	0	0	0	0	0	0	0	0	// Cuerno de Fenrir Rojo
45	364	364	1	509	100	0	3640	0	0	0	0	0	0	0	0	0	3640	0	0	0	0	0	0	0	0	0	// Talisman de la Suerte
45	367	367	1	509	600	0	3670	0	0	0	0	0	0	0	0	0	3670	0	0	0	0	0	0	0	0	0	// Talisman del caos
45	368	368	1	509	250	0	3680	0	0	0	0	0	0	0	0	0	3680	0	0	0	0	0	0	0	0	0	// Talisman de Resurrecion
45	369	369	1	509	200	0	3690	0	0	0	0	0	0	0	0	0	3690	0	0	0	0	0	0	0	0	0	// Talisman de Movilidad
45	370	370	1	509	150	0	3700	0	0	0	0	0	0	0	0	0	3700	0	0	0	0	0	0	0	0	0	// Talisman del Guardian
45	371	371	1	509	100	0	3710	0	0	0	0	0	0	0	0	0	3710	0	0	0	0	0	0	0	0	0	// Talisman Proteccion de Obj.
46	372	372	1	509	600	0	3720	0	0	0	0	0	0	0	0	0	3720	0	0	0	0	0	0	0	0	0	// Pergamino de Rapidez
46	373	373	1	509	600	0	3730	0	0	0	0	0	0	0	0	0	3730	0	0	0	0	0	0	0	0	0	// Pergamino de Fuerza
46	374	374	1	509	600	0	3740	0	0	0	0	0	0	0	0	0	3740	0	0	0	0	0	0	0	0	0	// Pergamino de Batalla
46	375	375	1	509	600	0	3750	0	0	0	0	0	0	0	0	0	3750	0	0	0	0	0	0	0	0	0	// Pergamino de Curacion
46	376	376	1	509	600	0	3760	0	0	0	0	0	0	0	0	0	3760	0	0	0	0	0	0	0	0	0	// Pergamino de Mana
46	392	392	1	509	600	0	3920	0	0	0	0	0	0	0	0	0	3920	0	0	0	0	0	0	0	0	0	// Pergamino de Defensa
46	393	393	1	509	600	0	3930	0	0	0	0	0	0	0	0	0	3930	0	0	0	0	0	0	0	0	0	// Pergamino de Ira
46	394	394	1	509	600	0	3940	0	0	0	0	0	0	0	0	0	3940	0	0	0	0	0	0	0	0	0	// Pergamino de Hechizo
47	377	377	1	509	5000	0	3770	0	0	0	0	0	0	0	0	0	3770	0	0	0	0	0	0	0	0	0	// Wings of Dragon
47	378	378	1	509	5000	0	3780	0	0	0	0	0	0	0	0	0	3780	0	0	0	0	0	0	0	0	0	// Wings of Darkness
47	379	379	1	509	5000	0	3790	0	0	0	0	0	0	0	0	0	3790	0	0	0	0	0	0	0	0	0	// Wings of Soul
47	380	380	1	509	5000	0	3800	0	0	0	0	0	0	0	0	0	3800	0	0	0	0	0	0	0	0	0	// Wings of Spirits
47	381	381	1	509	5000	0	3810	0	0	0	0	0	0	0	0	0	3810	0	0	0	0	0	0	0	0	0	// Wind of Despair
47	382	382	1	509	5000	0	3820	0	0	0	0	0	0	0	0	0	3820	0	0	0	0	0	0	0	0	0	// Cape of Fighter
47	383	383	1	509	5000	0	3830	0	0	0	0	0	0	0	0	0	3830	0	0	0	0	0	0	0	0	0	// Cape of Lord
47	384	384	1	509	10000	0	3840	0	0	0	0	0	0	0	0	0	3840	0	0	0	0	0	0	0	0	0	// Wing of Storm
47	385	385	1	509	10000	0	3850	0	0	0	0	0	0	0	0	0	3850	0	0	0	0	0	0	0	0	0	// Wing of Eternal
47	386	386	1	509	10000	0	3860	0	0	0	0	0	0	0	0	0	3860	0	0	0	0	0	0	0	0	0	// Wing of Illusion
47	387	387	1	509	10000	0	3870	0	0	0	0	0	0	0	0	0	3870	0	0	0	0	0	0	0	0	0	// Wing of Ruin
47	388	388	1	509	10000	0	3880	0	0	0	0	0	0	0	0	0	3880	0	0	0	0	0	0	0	0	0	// Cape of Emperor
47	389	389	1	509	10000	0	3890	0	0	0	0	0	0	0	0	0	3890	0	0	0	0	0	0	0	0	0	// Wing of Dimension
61	150	150	1	0	600	0	1500	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	// Pergamino de Rapidez
61	151	151	1	0	600	0	1510	0	0	0	0	0	0	0	0	0	1510	0	0	0	0	0	0	0	0	0	// Pergamino de Fuerza
61	152	152	1	0	600	0	1520	0	0	0	0	0	0	0	0	0	1520	0	0	0	0	0	0	0	0	0	// Pergamino de Batalla
61	153	153	1	0	600	0	1530	0	0	0	0	0	0	0	0	0	1530	0	0	0	0	0	0	0	0	0	// Pergamino de Curacion
61	154	154	1	0	600	0	1540	0	0	0	0	0	0	0	0	0	1540	0	0	0	0	0	0	0	0	0	// Pergamino de Mana
61	155	155	1	0	600	0	1550	0	0	0	0	0	0	0	0	0	1550	0	0	0	0	0	0	0	0	0	// Pergamino de Defensa
61	166	166	1	0	600	0	1660	0	0	0	0	0	0	0	0	0	1660	0	0	0	0	0	0	0	0	0	// Pergamino de Ira
61	311	311	1	0	500	0	3110	0	0	0	0	0	0	0	0	0	3110	0	0	0	0	0	0	0	0	0	// Cherry Blossom Rice Cake
61	312	312	1	0	500	0	3120	0	0	0	0	0	0	0	0	0	3120	0	0	0	0	0	0	0	0	0	// Cherry Blossom Wine
61	313	313	1	0	500	0	3130	0	0	0	0	0	0	0	0	0	3130	0	0	0	0	0	0	0	0	0	// Cherry Blossom Flower Petal
62	114	114	1	0	5000	0	1140	0	0	0	0	0	0	0	0	0	1140	0	0	0	0	0	0	0	0	0	// Joyas de Extension
62	117	117	1	0	5000	0	1170	0	0	0	0	0	0	0	0	0	1170	0	0	0	0	0	0	0	0	0	// Joya de Combinacion Errte
62	217	217	1	0	5000	0	2170	0	0	0	0	0	0	0	0	0	2170	0	0	0	0	0	0	0	0	0	// Hueso Del Rey Muerte
62	218	218	1	0	5000	0	2180	0	0	0	0	0	0	0	0	0	2180	0	0	0	0	0	0	0	0	0	// Alma del Caballero de la Muerte
62	219	219	1	0	5000	0	2190	0	0	0	0	0	0	0	0	0	2190	0	0	0	0	0	0	0	0	0	// LLama del Fenix Oscuro
62	220	220	1	0	5000	0	2200	0	0	0	0	0	0	0	0	0	2200	0	0	0	0	0	0	0	0	0	// Cuero del Hell Maine
62	223	223	1	0	250	0	2230	0	0	0	0	0	0	0	0	0	2230	0	0	0	0	0	0	0	0	0	// Polvo Espiritual
63	120	120	1	0	250	0	1200	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0	0	0	0	0	// Talisman de la Suerte
63	137	137	1	0	150	0	1370	0	0	0	0	0	0	0	0	0	1370	0	0	0	0	0	0	0	0	0	// Talisman del Guardian
63	225	225	1	0	250	0	2250	0	0	0	0	0	0	0	0	0	2250	0	0	0	0	0	0	0	0	0	// Talisman del caos
63	226	226	1	0	150	0	2260	0	0	0	0	0	0	0	0	0	2260	0	0	0	0	0	0	0	0	0	// Talisman de Resurrecion
63	227	227	1	0	100	0	2270	0	0	0	0	0	0	0	0	0	2270	0	0	0	0	0	0	0	0	0	// Talisman de Movilidad
63	228	228	1	0	100	0	2280	0	0	0	0	0	0	0	0	0	2280	0	0	0	0	0	0	0	0	0	// Talisman Proteccion de Obj.
63	239	239	1	0	500	0	2390	0	0	0	0	0	0	0	0	0	2390	0	0	0	0	0	0	0	0	0	// Talisman of Wings of Satan
63	252	252	1	0	500	0	2520	0	0	0	0	0	0	0	0	0	2520	0	0	0	0	0	0	0	0	0	// Talisman of Wings of Heaven
63	253	253	1	0	500	0	2530	0	0	0	0	0	0	0	0	0	2530	0	0	0	0	0	0	0	0	0	// Talisman of Wings of Elf
63	254	254	1	0	500	0	2540	0	0	0	0	0	0	0	0	0	2540	0	0	0	0	0	0	0	0	0	// Talisman of Wing of Curse
63	257	257	1	0	900	0	2570	0	0	0	0	0	0	0	0	0	2570	0	0	0	0	0	0	0	0	0	// Talisman of Cape of Emperor
63	258	258	1	0	1000	0	2580	0	0	0	0	0	0	0	0	0	2580	0	0	0	0	0	0	0	0	0	// Talisman of Wings of Dragon
63	284	284	1	0	1000	0	2840	0	0	0	0	0	0	0	0	0	2840	0	0	0	0	0	0	0	0	0	// Talisman of Wings of Soul
63	285	285	1	0	1000	0	2850	0	0	0	0	0	0	0	0	0	2850	0	0	0	0	0	0	0	0	0	// Talisman of Wings of Spirits
63	286	286	1	0	1000	0	2860	0	0	0	0	0	0	0	0	0	2860	0	0	0	0	0	0	0	0	0	// Talisman of Wing of Despair
63	287	287	1	0	1000	0	2870	0	0	0	0	0	0	0	0	0	2870	0	0	0	0	0	0	0	0	0	// Talisman of Wings of Darkness
64	177	177	1	0	4000	0	1770	0	0	0	0	0	0	0	0	0	1770	0	0	0	0	0	0	0	0	0	// Fruta de Fuerza
64	178	178	1	0	4000	0	1780	0	0	0	0	0	0	0	0	0	1780	0	0	0	0	0	0	0	0	0	// Fruta de velocidad
64	179	179	1	0	4000	0	1790	0	0	0	0	0	0	0	0	0	1790	0	0	0	0	0	0	0	0	0	// Fruta de Vida
64	180	180	1	0	4000	0	1800	0	0	0	0	0	0	0	0	0	1800	0	0	0	0	0	0	0	0	0	// Fruta de Energia
